(5,1009)
{-435, 139, 244, 84, 392, -306}
{-302, -222, 12, -185, -372, 51}
{-88, -37, 151, -468, 174, -415}
{-99, -259, -64, 461, 237, -487}
{-117, 402, -395, 208, 116, 321}
{-435, 383, 256, -232, 244, -225}
{421, -88, -482, -168, 404, 472}
{-112, 167, -482, 355, -219, -52}
{407, 67, -221, -129, 433, 165}
{-29, -240, -381, 304, -424, -444}
{288, -332, 332, 12, -291, 223}
{-317, -283, 213, -360, -109, 365}
{324, 33, 472, -351, -346, -369}
{118, 341, -147, 255, 86, 160}
{-69, -342, -480, 35, 26, -442}
{267, 405, -50, -452, 425, 475}
{-113, 122, 471, -145, -328, 324}
{464, 440, 111, 343, -434, -359}
{-60, 200, 26, -204, 468, 202}
{-347, 140, -156, -107, -183, 381}
{143, 62, -113, 349, 150, -115}
{-184, 99, -109, -89, 496, 178}
{-330, 24, 432, 470, -416, -402}
{-371, 481, 188, -269, -269, -453}
{382, 316, -370, 278, 344, -200}
{229, 69, 206, 194, 250, -138}
{175, 201, -104, -123, 60, -158}
{486, -460, 259, 192, -385, -388}
{329, 333, 36, -462, -497, 71}
{426, -250, -415, -281, 128, -44}
{281, -407, 282, -221, -417, 239}
{-196, -202, -258, -294, 467, -403}
{299, -214, -195, 122, 253, 280}
{-464, -112, 334, 231, -212, -185}
{-11, -443, -341, 314, -184, 249}
{-419, -45, 244, -91, 161, 149}
{472, -484, -105, 464, -96, 343}
{-29, -342, -41, 117, 422, 300}
{189, -461, -350, 214, -435, -128}
{-471, 241, -68, -425, 126, 424}
{-165, 459, 93, -342, 425, 248}
{381, -179, -472, 194, -13, -273}
{407, -177, 7, 46, -221, -46}
{10, 430, -235, -356, 313, -218}
{394, 478, 331, 418, -50, 499}
{60, 502, 52, -115, -102, 143}
{-248, -312, -100, 157, -220, -371}
{-252, 69, 82, -464, -47, -288}
{173, -42, 372, 67, 126, 112}
{226, -338, -221, -465, 370, -493}
{-33, -268, -312, -144, 26, -389}
{62, 30, -248, 117, -440, 438}
{305, 243, 103, 84, 466, 155}
{285, 329, -454, 440, -203, -36}
{308, 432, 424, -425, 105, 180}
{-180, 348, -105, -467, 132, 32}
{-351, -157, -480, -69, 6, 21}
{436, 170, 443, -125, -215, 70}
{-224, -18, -20, -165, -315, 432}
{397, 349, 482, -310, -337, -232}
{90, -328, 254, 302, -214, -355}
{53, -178, -426, -167, -503, 112}
{428, -92, -395, -449, -356, 434}
{-24, -463, 264, -382, 261, 1}
{-177, 135, -446, -169, 191, -459}
{467, 396, -100, -396, -206, 399}
{499, -414, 372, -127, -247, -155}
{-90, 322, 471, -445, -274, -214}
{166, 144, -107, 469, 276, 131}
{-34, -474, -265, 502, 319, -315}
{-227, 44, 504, -485, 178, -58}
{-62, -278, 430, -313, 88, -230}
{121, 308, 237, -398, 39, -55}
{-22, 61, -466, -137, 119, -28}
{300, -156, -123, -105, -366, 419}
{139, 455, -380, -493, 417, 155}
{65, -37, -116, 203, 28, 479}
{-144, -166, 293, -426, 67, -53}
{94, -378, -460, -179, -306, -393}
{405, -461, -359, 504, 458, -276}
{-166, -379, -290, 428, -481, -192}
{-343, -154, 379, 128, 377, -353}
{492, -195, 78, 494, 439, -227}
{325, 99, -250, -350, 167, 484}
{-113, 42, 433, -107, -7, 340}
{134, -150, -100, 501, -120, -116}
{-180, -368, -433, 426, 457, -113}
{-86, 207, -47, -347, 339, 419}
{-293, -275, -222, -393, 203, 416}
{432, 365, 42, 87, -356, 436}
{-321, 448, -284, -373, 280, -349}
{62, -66, 169, 480, 459, 489}
{-421, -240, 440, 80, -135, 216}
{-94, 164, -313, -208, -56, -424}
{-265, 109, -380, 440, 128, -9}
{472, 380, 168, 491, 283, 205}
{97, 92, -81, 130, 35, 229}
{-14, 278, 164, -99, 73, -108}
{57, 438, 98, 323, 136, 452}
{203, -424, 371, -450, -204, 397}
{-314, -253, -84, -345, 409, -253}
{30, -297, -273, 378, 116, 165}
{-345, 481, -398, -490, 19, -96}
{-464, -374, -129, -299, 331, 381}
{286, 423, -104, -160, 209, -251}
{176, 474, -196, -74, 354, -396}
{67, -433, -101, 266, 308, 18}
{88, 300, -74, -128, -263, 289}
{385, -241, 383, -183, -255, -259}
{281, 411, -167, 355, 485, -236}
{-12, -24, -134, 238, -34, 378}
{-395, -90, -98, 260, 261, -463}
{-491, 144, -375, -224, -350, -75}
{-87, -234, 495, -335, -169, -242}
{101, -161, -210, -304, -77, -244}
{-192, -160, 50, -9, 88, 358}
{-98, 302, -438, 31, -118, 250}
{-314, -59, -472, 488, 101, 414}
{-245, -234, 442, -7, -291, 98}
{-56, 326, 9, -310, -232, 166}
{-255, -13, 250, -267, 376, -212}
{473, 120, -380, -439, -140, 1}
{269, 491, -191, 335, 93, -444}
{428, 375, -174, 150, 100, 61}
{-243, -95, 474, -35, -79, -150}
{-172, 71, -244, 202, -318, -36}
{37, 235, -262, -33, 32, -333}
{286, -194, 328, 190, 189, 415}
{-425, -266, -298, -299, -68, 6}
{258, -214, 193, -147, 96, 190}
{343, -399, 9, 43, -334, 30}
{376, -426, -188, 15, -341, -96}
{436, 375, 203, -334, 185, -285}
{121, 424, -88, 275, -132, -18}
{75, 409, 326, 104, -464, -434}
{470, -469, -173, -36, -149, -151}
{-301, 152, -283, 245, 252, -369}
{-174, -387, 346, 400, -77, -494}
{-441, -154, -202, -337, 462, 210}
{-440, 376, -242, 397, -55, -287}
{-341, 480, 500, -364, -13, -278}
{464, -90, -179, -223, -290, 131}
{21, 55, 98, -313, 37, 240}
{109, 127, 56, 287, -258, -480}
{450, 127, 33, -177, -131, 30}
{-44, -322, 176, 359, 397, 26}
{414, 371, -146, 333, -440, 262}
{-68, -461, -33, 502, -116, 184}
{-365, 77, -160, -38, 409, 222}
{-376, 276, -90, -95, 208, 88}
{-327, -266, -343, -184, -200, -213}
{-123, 103, 461, -416, 437, -17}
{456, 409, 365, -59, -489, -501}
{-226, -259, -95, 141, 389, -192}
{330, 346, 212, -243, -241, 400}
{-203, 306, 387, 118, 151, 270}
{-482, 467, -385, -327, -233, 140}
{-24, 113, 317, -97, -219, -331}
{116, 242, 114, 430, 9, 429}
{406, 166, -503, 166, -96, 131}
{115, 270, 338, 429, -270, -384}
{-129, -369, -384, -130, 485, 167}
{-398, -276, 212, -201, -115, -209}
{440, -44, 250, -358, -276, -79}
{-475, -55, 392, -173, 215, 29}
{-389, 435, -124, -366, -38, -66}
{-382, -50, 322, -214, -60, 136}
{28, 280, 166, 277, 50, 390}
{-283, 243, 247, 54, -232, 56}
{-25, -405, -296, -130, 434, -318}
{355, -411, 124, -257, -439, 494}
{-118, 475, -219, 340, -293, 42}
{-105, 119, -253, 205, 217, 259}
{-275, 189, -46, 485, 439, -132}
{-438, 254, -42, -120, -295, -328}
{223, 474, 320, 137, 117, 137}
{-329, 326, 136, -477, -30, 483}
{-396, 253, 99, -109, 147, -105}
{-42, -89, 80, -240, 344, -201}
{-298, 460, -193, -135, 344, -369}
{109, -68, 494, -277, -242, -240}
{63, 230, 498, -484, -307, -199}
{-343, 191, -502, 52, -102, 107}
{-42, 24, -319, 304, 420, 26}
{448, 194, 317, -450, -63, 469}
{-197, -218, 108, -243, 301, 107}
{-30, -226, 159, 207, 89, -31}
{212, -4, 308, -152, 458, 222}
{-459, -481, -348, -172, 143, -75}
{52, -415, -122, 274, 306, -362}
{440, 426, -288, -389, -358, -219}
{126, -110, -80, -250, 250, -30}
{334, 385, -298, -306, 413, 86}
{-222, -419, 157, -395, -377, 344}
{489, -9, -499, 360, -142, -488}
{41, 405, 4, 211, 477, -319}
{-442, -52, 391, 490, 208, 394}
{-333, -398, 217, 487, -333, -412}
{500, 18, 344, -248, -433, -476}
{284, 257, 245, 125, -411, 111}
{299, -223, 180, -208, -440, 492}
{161, -28, -424, 162, 399, -503}
{456, 252, 410, -429, 297, 195}
{36, -62, -272, 181, 273, -191}
{-26, 190, 456, -303, 148, -327}
{269, 258, -480, -466, -416, 168}
{-404, 381, 329, -211, -502, 30}
{-223, -134, 485, 209, -176, -49}
{126, 462, -211, -331, -138, -401}
{444, 99, -18, -368, 195, -230}
{-186, 48, 250, -397, 242, -444}
{158, -477, 101, 184, 481, 318}
{454, -365, -31, 447, 41, 322}
{474, -395, -211, -243, -265, 140}
{270, 347, 312, -51, -94, -363}
{121, -160, -165, -198, -377, -135}
{359, -149, 221, -326, 19, -370}
{280, -9, -53, 138, 238, -427}
{-448, -193, -114, -73, -143, 145}
{272, 40, 108, 293, 333, 234}
{18, 137, 246, 142, 443, 163}
{420, 504, -186, -257, -269, 318}
{222, -464, 269, -9, 326, 134}
{316, 358, -464, 366, 359, 116}
{-462, -484, -179, -434, -262, -466}
{132, 230, -230, 346, 292, 236}
{-429, -119, 386, -481, 367, 285}
{-94, -80, 432, -96, -215, -259}
{140, 434, 89, -138, -222, 384}
{-51, 408, -147, 303, -71, 123}
{292, -251, 197, -212, 470, -258}
{-447, -495, 464, -381, 485, -492}
{-250, -342, -217, 450, 406, 139}
{-72, -437, -272, -262, 428, 239}
{-355, 406, 313, 170, 73, 96}
{-384, 345, -73, 360, 162, 288}
{92, 320, -219, -104, -76, 142}
{-346, -338, 15, 485, -210, -6}
{-314, -260, 374, 88, 367, -72}
{447, -10, 219, -423, -224, 79}
{469, 340, 72, 463, -356, 395}
{185, 306, -466, 352, -75, -383}
{-18, -328, -248, -55, 112, -408}
{-122, 28, -246, -256, 292, 414}
{-495, 34, 426, -187, -235, 470}
{461, -47, -411, -138, 104, 21}
{-313, -155, -73, -384, -194, 82}
{-430, 381, 67, -371, -115, -337}
{-116, 97, -474, -282, 465, -472}
{-504, 214, 377, -345, -85, -413}
{409, 205, 479, 434, -116, -314}
{153, -229, 144, 128, 87, -291}
{252, -135, -4, -304, 268, -340}
{-8, 7, 284, 51, 81, -238}
{471, 133, -356, -99, 23, -39}
{-473, 163, 217, -239, 411, 341}
{394, -497, -310, -246, -291, -452}
{53, 77, -215, -18, -86, 115}
{503, 262, 339, -465, -457, 86}
{-112, -239, 402, 345, 84, -366}
{-17, 312, 257, -391, 163, 374}
{-145, -190, -99, -37, -277, 278}
{308, 109, -196, -502, 332, -259}
{275, 470, -86, 363, 66, 358}
{166, 22, -504, -498, -462, 297}
{140, -424, 126, -250, 364, 416}
{-104, -128, 206, 284, -10, -232}
{-191, 472, 91, 441, -172, 392}
{-495, 333, 31, 234, 355, 324}
{124, -230, 144, 332, 188, 65}
{-140, -81, 182, -493, 212, -477}
{351, -453, -196, -134, 366, -448}
{-433, 107, 274, 388, 375, -368}
{423, -429, -378, 197, -457, 84}
{251, 295, -454, -240, -434, -443}
{-452, -73, 351, -363, 224, -328}
{-187, 10, 196, -259, -458, -63}
{-504, 113, -370, 44, -227, -168}
{186, 280, 378, -343, -264, 99}
{423, 51, -167, 261, -443, -496}
{20, 225, -398, 175, 15, 281}
{-372, -393, 225, 13, -113, -423}
{42, -374, -476, -207, -78, -416}
{-163, 317, -195, 262, -259, 22}
{-336, 157, -18, 387, 238, 181}
{197, -105, 153, 441, -168, 59}
{251, 17, -377, 248, 277, 382}
{11, 44, 442, 18, -202, 154}
{-406, -449, 454, -244, 0, -121}
{-244, -290, 397, 315, 440, -161}
{418, -274, 302, -174, 349, 230}
{121, 166, 147, -217, -427, 494}
{-111, 355, 184, -34, 179, 496}
{-469, -330, 184, 38, 424, -154}
{-456, 371, 35, -354, -359, -221}
{339, 266, 260, 477, -50, -287}
{-367, 455, -455, -181, -321, 7}
{47, -82, 63, 33, 414, 301}
{-172, -222, -457, 336, 220, -300}
{427, 227, -133, -112, 90, -375}
{141, 264, -108, -436, 104, 84}
{-255, 463, -312, -53, -247, 176}
{329, 190, -480, 292, -470, -225}
{-461, -163, 470, -375, -77, 47}
{425, 344, -308, -238, 123, 474}
{93, 230, -412, 239, -334, 207}
{47, -219, 363, -35, 268, 41}
{-305, 25, 434, -359, 366, 415}
{-177, 323, -297, 106, 355, 207}
{332, -116, -460, 118, 110, -206}
{261, -234, -379, 108, 59, -105}
{466, 320, -51, -368, 420, -23}
{95, -242, 17, -12, 44, 492}
{-366, -64, -365, -112, 346, -135}
{312, 182, -180, 181, -446, -170}
{280, 474, -252, 312, 450, -380}
{252, 476, 269, -281, 282, -477}
{172, 60, 474, 432, -88, -287}
{-38, -147, -94, 435, 226, 178}
{-87, 367, -93, 183, -185, 482}
{-277, -242, -70, 426, -99, -11}
{-142, 392, 121, 94, 222, -360}
{494, 190, -307, -299, -449, -234}
{329, 250, 72, -152, -284, -245}
{337, 310, -340, -135, -416, -288}
{126, 455, 432, 102, -32, -180}
{21, 0, 411, -41, -111, 194}
{-104, 247, -12, -368, -434, -77}
{-131, -271, 66, 137, 86, 350}
{449, 87, 487, 192, 260, -129}
{395, 83, -21, 398, 28, -230}
{-255, -44, -205, -101, 169, -286}
{222, 82, 400, 227, 126, 84}
{-138, -55, -210, -171, 165, -459}
{-97, -301, 401, 24, 254, -185}
{-480, -418, -295, 468, -162, 469}
{91, 65, -416, 10, 429, 317}
{172, -422, -414, 218, 122, 436}
{337, 68, 411, 101, -335, 299}
{225, 136, 30, 55, 81, -494}
{302, -172, 83, 342, -344, 188}
{34, -210, 161, -236, 259, 144}
{-263, 469, -462, -306, -144, 283}
{-487, -317, 33, 362, 468, 452}
{-134, 267, 37, 390, -332, -499}
{-123, -275, -204, 175, -3, 498}
{-358, 363, 189, 189, 334, -31}
{251, 196, -12, -457, 126, -37}
{-57, 167, 284, 112, 111, 307}
{41, -187, -416, -106, -475, 251}
{161, -346, 104, 471, 449, -260}
{-446, -350, 310, 252, 53, -22}
{-30, 166, 471, 74, -469, 483}
{181, -299, -416, -196, 133, 115}
{302, -337, -468, -334, 386, -194}
{-439, -307, 418, -478, 388, 275}
{319, -87, -29, 291, 301, 344}
{-308, -17, 188, 338, 47, -128}
{337, 149, 251, -97, 141, 281}
{-105, 251, 207, -243, 408, -98}
{-174, 124, 148, -452, 314, 204}
{-449, 477, 133, -344, -245, -351}
{-315, -476, 482, 334, -420, 303}
{-394, 345, -275, -221, -131, -455}
{266, 480, -139, -336, -447, 218}
{454, 94, -103, 180, 329, 499}
{208, -109, -332, 168, 156, -489}
{-282, -218, 439, -288, 312, -138}
{17, 217, 442, 442, 126, 141}
{355, -475, 274, -93, 389, 81}
{-72, 500, 371, -194, 122, 242}
{50, 92, -111, 224, -117, -452}
{-304, 34, -311, 16, 450, -151}
{160, -469, 410, 20, -472, 156}
{-369, -130, -14, -394, 189, 233}
{100, -241, -401, 259, 374, -463}
{-63, 407, 204, 496, -14, 391}
{80, -245, 455, 222, -480, 331}
{-112, -71, 216, 159, -192, -455}
{-7, -215, -259, -353, 394, 37}
{158, 175, -483, 129, -446, -149}
{159, -73, -244, 471, -493, 124}
{-127, -93, 47, 433, 424, 11}
{-279, 330, -451, -168, -74, 103}
{-260, -144, 352, 420, -447, -362}
{394, 389, 278, -463, 110, -493}
{-47, -321, -124, -64, 499, 444}
